date,year,month,day,weekday,title,hindu_month,tithi
1909-07-15,1909,7,15,Thursday,Karka Sankranti,Shravana,Mithuna to Karka transit of Sun
1909-07-15,1909,7,15,Thursday,Simhasta Kumbha @Nashik,Shravana,Karka Surya and Simha Guru
1909-07-29,1909,7,29,Thursday,Padmini Ekadashi,Shravana Adhika,Shukla Ekadashi
1909-08-01,1909,8,1,Sunday,Shravana Adhika Purnima,Shravana Adhika,Shukla Purnima
1909-08-11,1909,8,11,Wednesday,Parama Ekadashi,Shravana Adhika,Krishna Ekadashi
1909-08-16,1909,8,16,Monday,Simha Sankranti,Shravana Adhika,Karka to Simha transit of Sun
1909-08-16,1909,8,16,Monday,Simhasta Kumbha ends @Nashik,Shravana Adhika,Karka Surya and Simha Guru
1909-08-19,1909,8,19,Thursday,Hariyali Teej,Shravana,Shukla Tritiya
1909-08-21,1909,8,21,Saturday,Nag Panchami,Shravana,Shukla Panchami
1909-08-27,1909,8,27,Friday,Varalakshmi Vrat,Shravana,Friday before Shravana Purnima
1909-08-27,1909,8,27,Friday,Shravana Putrada Ekadashi,Shravana,Shukla Ekadashi
1909-08-29,1909,8,29,Sunday,Onam,Shravana,Sun in Simha & Shravana Nakshatra
1909-08-31,1909,8,31,Tuesday,Shravana Purnima,Shravana,Shukla Purnima
1909-08-31,1909,8,31,Tuesday,Gayatri Jayanti,Shravana,Shukla Purnima
1909-08-31,1909,8,31,Tuesday,Raksha Bandhan,Shravana,Shukla Purnima
1909-08-31,1909,8,31,Tuesday,Rakhi,Shravana,Shukla Purnima
1909-09-02,1909,9,2,Thursday,Kajari Teej,Bhadrapada,Krishna Tritiya
1909-09-04,1909,9,4,Saturday,Agastya Arghya,Bhadrapada,based on Astronomy calculations
1909-09-06,1909,9,6,Monday,Janmashtami *Smarta,Bhadrapada,Krishna Ashtami
1909-09-07,1909,9,7,Tuesday,Janmashtami *ISKCON,Bhadrapada,Krishna Ashtami
1909-09-10,1909,9,10,Friday,Aja Ekadashi,Bhadrapada,Krishna Ekadashi
1909-09-16,1909,9,16,Thursday,Vishwakarma Puja,Bhadrapada,on Kanya Sankranti day
1909-09-16,1909,9,16,Thursday,Kanya Sankranti,Bhadrapada,Simha to Kanya transit of Sun
1909-09-17,1909,9,17,Friday,Hartalika Teej,Bhadrapada,Shukla Tritiya
1909-09-18,1909,9,18,Saturday,Ganesh Chaturthi,Bhadrapada,Shukla Chaturthi
1909-09-19,1909,9,19,Sunday,Rishi Panchami,Bhadrapada,Shukla Panchami
1909-09-20,1909,9,20,Monday,Balarama Jayanti,Bhadrapada,Shukla Shashthi
1909-09-23,1909,9,23,Thursday,Radha Ashtami,Bhadrapada,Shukla Ashtami
1909-09-25,1909,9,25,Saturday,Parsva Ekadashi,Bhadrapada,Shukla Ekadashi
1909-09-26,1909,9,26,Sunday,Gauna Parsva Ekadashi,Bhadrapada,Shukla Ekadashi
1909-09-28,1909,9,28,Tuesday,Ganesh Visarjan,Bhadrapada,Shukla Chaturdashi
1909-09-28,1909,9,28,Tuesday,Anant Chaturdashi,Bhadrapada,Shukla Chaturdashi
1909-09-29,1909,9,29,Wednesday,Bhadrapada Purnima,Bhadrapada,Shukla Purnima
1909-09-30,1909,9,30,Thursday,Pitrupaksha Begins,Ashwina,Krishna Pratipada
1909-10-09,1909,10,9,Saturday,Indira Ekadashi,Ashwina,Krishna Ekadashi
1909-10-13,1909,10,13,Wednesday,Sarva Pitru Amavasya,Ashwina,Krishna Amavasya
1909-10-15,1909,10,15,Friday,Navratri Begins,Ashwina,Shukla Pratipada
1909-10-16,1909,10,16,Saturday,Tula Sankranti,Ashwina,Kanya to Tula transit of Sun
1909-10-20,1909,10,20,Wednesday,Saraswati Avahan,Ashwina,Mula Nakshatra
1909-10-21,1909,10,21,Thursday,Saraswati Puja,Ashwina,Purva Ashadha Nakshatra
1909-10-22,1909,10,22,Friday,Durga Ashtami,Ashwina,Shukla Ashtami
1909-10-23,1909,10,23,Saturday,Maha Navami,Ashwina,Shukla Navami
1909-10-24,1909,10,24,Sunday,Vijayadashami,Ashwina,Shukla Dashami
1909-10-24,1909,10,24,Sunday,Dussehra,Ashwina,Shukla Dashami
1909-10-25,1909,10,25,Monday,Papankusha Ekadashi,Ashwina,Shukla Ekadashi
1909-10-28,1909,10,28,Thursday,Kojagara Puja,Ashwina,Shukla Purnima
1909-10-28,1909,10,28,Thursday,Sharad Purnima,Ashwina,Shukla Purnima
1909-10-28,1909,10,28,Thursday,Ashwina Purnima,Ashwina,Shukla Purnima
1909-10-31,1909,10,31,Sunday,Karwa Chauth,Kartika,Krishna Chaturthi
1909-11-04,1909,11,4,Thursday,Ahoi Ashtami,Kartika,Krishna Ashtami
1909-11-08,1909,11,8,Monday,Rama Ekadashi,Kartika,Krishna Ekadashi
1909-11-09,1909,11,9,Tuesday,Govatsa Dwadashi,Kartika,Krishna Dwadashi
1909-11-10,1909,11,10,Wednesday,Dhanteras,Kartika,Krishna Trayodashi
1909-11-11,1909,11,11,Thursday,Narak Chaturdashi,Kartika,Krishna Chaturdashi
1909-11-11,1909,11,11,Thursday,Kali Chaudas,Kartika,Krishna Chaturdashi
1909-11-12,1909,11,12,Friday,Lakshmi Puja,Kartika,Krishna Amavasya
1909-11-12,1909,11,12,Friday,Diwali,Kartika,Krishna Amavasya
1909-11-13,1909,11,13,Saturday,Govardhan Puja,Kartika,Shukla Pratipada
1909-11-14,1909,11,14,Sunday,Bhaiya Dooj,Kartika,Shukla Dwitiya
1909-11-15,1909,11,15,Monday,Vrishchika Sankranti,Kartika,Tula to Vrishchika transit of Sun
1909-11-19,1909,11,19,Friday,Chhath Puja,Kartika,Shukla Shashthi
1909-11-22,1909,11,22,Monday,Kansa Vadh,Kartika,Shukla Dashami
1909-11-23,1909,11,23,Tuesday,Devutthana Ekadashi,Kartika,Shukla Ekadashi
1909-11-24,1909,11,24,Wednesday,Tulasi Vivah,Kartika,Shukla Dwadashi
1909-11-27,1909,11,27,Saturday,Chandra Grahan *Purna,Kartika,occurs during Purnima
1909-11-27,1909,11,27,Saturday,Kartika Purnima,Kartika,Shukla Purnima
1909-12-04,1909,12,4,Saturday,Kalabhairav Jayanti,Margashirsha,Krishna Ashtami
1909-12-08,1909,12,8,Wednesday,Utpanna Ekadashi,Margashirsha,Krishna Ekadashi
1909-12-13,1909,12,13,Monday,Surya Grahan *Anshika,Margashirsha,occurs during Amavasya
1909-12-15,1909,12,15,Wednesday,Dhanu Sankranti,Margashirsha,Vrishchika to Dhanu transit of Sun
1909-12-17,1909,12,17,Friday,Vivah Panchami,Margashirsha,Shukla Panchami
1909-12-23,1909,12,23,Thursday,Gita Jayanti,Margashirsha,Shukla Ekadashi
1909-12-23,1909,12,23,Thursday,Mokshada Ekadashi,Margashirsha,Shukla Ekadashi
1909-12-26,1909,12,26,Sunday,Dattatreya Jayanti,Margashirsha,Shukla Purnima
1909-12-26,1909,12,26,Sunday,Margashirsha Purnima,Margashirsha,Shukla Purnima
1910-01-07,1910,1,7,Friday,Saphala Ekadashi,Pausha,Krishna Ekadashi
1910-01-14,1910,1,14,Friday,Makara Sankranti,Pausha,Dhanu to Makara transit of Sun
1910-01-14,1910,1,14,Friday,Pongal,Pausha,on Makara Sankranti day
1910-01-21,1910,1,21,Friday,Pausha Putrada Ekadashi,Pausha,Shukla Ekadashi
1910-01-25,1910,1,25,Tuesday,Pausha Purnima,Pausha,Shukla Purnima
1910-01-28,1910,1,28,Friday,Sakat Chauth,Magha,Krishna Chaturthi
1910-02-06,1910,2,6,Sunday,Shattila Ekadashi,Magha,Krishna Ekadashi
1910-02-09,1910,2,9,Wednesday,Mauni Amavas,Magha,Krishna Amavasya
1910-02-12,1910,2,12,Saturday,Kumbha Sankranti,Magha,Makara to Kumbha transit of Sun
1910-02-14,1910,2,14,Monday,Vasant Panchami,Magha,Shukla Panchami
1910-02-16,1910,2,16,Wednesday,Ratha Saptami,Magha,Shukla Saptami
1910-02-16,1910,2,16,Wednesday,Bhishma Ashtami,Magha,Shukla Ashtami
1910-02-20,1910,2,20,Sunday,Jaya Ekadashi,Magha,Shukla Ekadashi
1910-02-24,1910,2,24,Thursday,Magha Purnima,Magha,Shukla Purnima
1910-03-07,1910,3,7,Monday,Vijaya Ekadashi,Phalguna,Krishna Ekadashi
1910-03-09,1910,3,9,Wednesday,Maha Shivaratri,Phalguna,Krishna Chaturdashi
1910-03-14,1910,3,14,Monday,Meena Sankranti,Phalguna,Kumbha to Meena transit of Sun
1910-03-21,1910,3,21,Monday,Amalaki Ekadashi,Phalguna,Shukla Ekadashi
1910-03-25,1910,3,25,Friday,Chhoti Holi,Phalguna,Shukla Purnima
1910-03-25,1910,3,25,Friday,Holika Dahan,Phalguna,Shukla Purnima
1910-03-25,1910,3,25,Friday,Phalguna Purnima,Phalguna,Shukla Purnima
1910-03-26,1910,3,26,Saturday,Holi,Chaitra,Krishna Pratipada
1910-04-03,1910,4,3,Sunday,Sheetala Ashtami,Chaitra,Krishna Ashtami
1910-04-03,1910,4,3,Sunday,Basoda,Chaitra,Krishna Ashtami
1910-04-06,1910,4,6,Wednesday,Papamochani Ekadashi,Chaitra,Krishna Ekadashi
1910-04-10,1910,4,10,Sunday,Nutan Varsh Prarambha,Chaitra,Shukla Pratipada
1910-04-10,1910,4,10,Sunday,Ugadi,Chaitra,Shukla Pratipada
1910-04-10,1910,4,10,Sunday,Gudi Padwa,Chaitra,Shukla Pratipada
1910-04-10,1910,4,10,Sunday,Chaitra Navratri,Chaitra,Shukla Pratipada
1910-04-12,1910,4,12,Tuesday,Gauri Puja,Chaitra,Shukla Tritiya
1910-04-12,1910,4,12,Tuesday,Gangaur,Chaitra,Shukla Tritiya
1910-04-13,1910,4,13,Wednesday,Mesha Sankranti,Chaitra,Meena to Mesha transit of Sun
1910-04-13,1910,4,13,Wednesday,Solar New Year,Chaitra,first day of Hindu Solar calendar
1910-04-15,1910,4,15,Friday,Yamuna Chhath,Chaitra,Shukla Shashthi
1910-04-17,1910,4,17,Sunday,Rama Navami,Chaitra,Shukla Navami
1910-04-18,1910,4,18,Monday,Swaminarayan Jayanti,Chaitra,Shukla Navami
1910-04-20,1910,4,20,Wednesday,Kamada Ekadashi,Chaitra,Shukla Ekadashi
1910-04-24,1910,4,24,Sunday,Hanuman Jayanti,Chaitra,Shukla Purnima
1910-04-24,1910,4,24,Sunday,Hanuman Janmotsava,Chaitra,Shukla Purnima
1910-04-24,1910,4,24,Sunday,Chaitra Purnima,Chaitra,Shukla Purnima
1910-05-05,1910,5,5,Thursday,Varuthini Ekadashi,Vaishakha,Krishna Ekadashi
1910-05-09,1910,5,9,Monday,Somavati Amavasya,Vaishakha,Krishna Amavasya
1910-05-09,1910,5,9,Monday,Surya Grahan *Purna,Vaishakha,occurs during Amavasya
1910-05-11,1910,5,11,Wednesday,Parashurama Jayanti,Vaishakha,Shukla Tritiya
1910-05-11,1910,5,11,Wednesday,Akshaya Tritiya,Vaishakha,Shukla Tritiya
1910-05-14,1910,5,14,Saturday,Vrishabha Sankranti,Vaishakha,Mesha to Vrishabha transit of Sun
1910-05-15,1910,5,15,Sunday,Ganga Saptami,Vaishakha,Shukla Saptami
1910-05-17,1910,5,17,Tuesday,Sita Navami,Vaishakha,Shukla Navami
1910-05-19,1910,5,19,Thursday,Mohini Ekadashi,Vaishakha,Shukla Ekadashi
1910-05-22,1910,5,22,Sunday,Narasimha Jayanti,Vaishakha,Shukla Chaturdashi
1910-05-24,1910,5,24,Tuesday,Buddha Purnima,Vaishakha,Shukla Purnima
1910-05-24,1910,5,24,Tuesday,Chandra Grahan *Purna,Vaishakha,occurs during Purnima
1910-05-24,1910,5,24,Tuesday,Vaishakha Purnima,Vaishakha,Shukla Purnima
1910-05-25,1910,5,25,Wednesday,Narada Jayanti,Jyeshtha,Krishna Pratipada
1910-06-03,1910,6,3,Friday,Apara Ekadashi,Jyeshtha,Krishna Ekadashi
1910-06-04,1910,6,4,Saturday,Gauna Apara Ekadashi,Jyeshtha,Krishna Ekadashi
1910-06-07,1910,6,7,Tuesday,Vat Savitri Vrat,Jyeshtha,Krishna Amavasya
1910-06-07,1910,6,7,Tuesday,Shani Jayanti,Jyeshtha,Krishna Amavasya
1910-06-14,1910,6,14,Tuesday,Mithuna Sankranti,Jyeshtha,Vrishabha to Mithuna transit of Sun
1910-06-17,1910,6,17,Friday,Ganga Dussehra,Jyeshtha,Shukla Dashami
1910-06-18,1910,6,18,Saturday,Nirjala Ekadashi,Jyeshtha,Shukla Ekadashi
1910-06-22,1910,6,22,Wednesday,Vat Purnima Vrat,Jyeshtha,Shukla Purnima
1910-06-22,1910,6,22,Wednesday,Jyeshtha Purnima,Jyeshtha,Shukla Purnima
1910-07-03,1910,7,3,Sunday,Yogini Ekadashi,Ashadha,Krishna Ekadashi
1910-07-08,1910,7,8,Friday,Jagannath Rathyatra,Ashadha,Shukla Dwitiya
1910-07-16,1910,7,16,Saturday,Karka Sankranti,Ashadha,Mithuna to Karka transit of Sun
1910-07-18,1910,7,18,Monday,Devshayani Ekadashi,Ashadha,Shukla Ekadashi
1910-07-22,1910,7,22,Friday,Guru Purnima,Ashadha,Shukla Purnima
1910-07-22,1910,7,22,Friday,Ashadha Purnima,Ashadha,Shukla Purnima
1910-08-01,1910,8,1,Monday,Kamika Ekadashi,Shravana,Krishna Ekadashi
1910-08-08,1910,8,8,Monday,Hariyali Teej,Shravana,Shukla Tritiya
1910-08-10,1910,8,10,Wednesday,Nag Panchami,Shravana,Shukla Panchami
1910-08-16,1910,8,16,Tuesday,Simha Sankranti,Shravana,Karka to Simha transit of Sun
1910-08-16,1910,8,16,Tuesday,Shravana Putrada Ekadashi,Shravana,Shukla Ekadashi
1910-08-19,1910,8,19,Friday,Varalakshmi Vrat,Shravana,Friday before Shravana Purnima
1910-08-19,1910,8,19,Friday,Onam,Shravana,Sun in Simha & Shravana Nakshatra
1910-08-20,1910,8,20,Saturday,Shravana Purnima,Shravana,Shukla Purnima
1910-08-20,1910,8,20,Saturday,Gayatri Jayanti,Shravana,Shukla Purnima
1910-08-20,1910,8,20,Saturday,Rakhi,Shravana,Shukla Purnima
1910-08-20,1910,8,20,Saturday,Raksha Bandhan,Shravana,Shukla Purnima
1910-08-23,1910,8,23,Tuesday,Kajari Teej,Bhadrapada,Krishna Tritiya
1910-08-27,1910,8,27,Saturday,Janmashtami *Smarta,Bhadrapada,Krishna Ashtami
1910-08-28,1910,8,28,Sunday,Janmashtami *ISKCON,Bhadrapada,Krishna Ashtami
1910-08-30,1910,8,30,Tuesday,Aja Ekadashi,Bhadrapada,Krishna Ekadashi
1910-09-04,1910,9,4,Sunday,Agastya Arghya,Bhadrapada,based on Astronomy calculations
1910-09-06,1910,9,6,Tuesday,Hartalika Teej,Bhadrapada,Shukla Tritiya
1910-09-07,1910,9,7,Wednesday,Ganesh Chaturthi,Bhadrapada,Shukla Chaturthi
1910-09-08,1910,9,8,Thursday,Rishi Panchami,Bhadrapada,Shukla Panchami
1910-09-09,1910,9,9,Friday,Balarama Jayanti,Bhadrapada,Shukla Shashthi
1910-09-12,1910,9,12,Monday,Radha Ashtami,Bhadrapada,Shukla Ashtami
1910-09-15,1910,9,15,Thursday,Parsva Ekadashi,Bhadrapada,Shukla Ekadashi
1910-09-16,1910,9,16,Friday,Kanya Sankranti,Bhadrapada,Simha to Kanya transit of Sun
1910-09-16,1910,9,16,Friday,Vishwakarma Puja,Bhadrapada,on Kanya Sankranti day
1910-09-18,1910,9,18,Sunday,Ganesh Visarjan,Bhadrapada,Shukla Chaturdashi
1910-09-18,1910,9,18,Sunday,Anant Chaturdashi,Bhadrapada,Shukla Chaturdashi
1910-09-19,1910,9,19,Monday,Pitrupaksha Begins,Ashwina,Krishna Pratipada
1910-09-19,1910,9,19,Monday,Bhadrapada Purnima,Bhadrapada,Shukla Purnima
1910-09-29,1910,9,29,Thursday,Indira Ekadashi,Ashwina,Krishna Ekadashi
1910-10-02,1910,10,2,Sunday,Sarva Pitru Amavasya,Ashwina,Krishna Amavasya
1910-10-04,1910,10,4,Tuesday,Navratri Begins,Ashwina,Shukla Pratipada
1910-10-10,1910,10,10,Monday,Saraswati Avahan,Ashwina,Mula Nakshatra
1910-10-11,1910,10,11,Tuesday,Saraswati Puja,Ashwina,Purva Ashadha Nakshatra
1910-10-12,1910,10,12,Wednesday,Durga Ashtami,Ashwina,Shukla Ashtami
1910-10-12,1910,10,12,Wednesday,Maha Navami,Ashwina,Shukla Navami
1910-10-13,1910,10,13,Thursday,Dussehra,Ashwina,Shukla Dashami
1910-10-13,1910,10,13,Thursday,Vijayadashami,Ashwina,Shukla Dashami
1910-10-14,1910,10,14,Friday,Papankusha Ekadashi,Ashwina,Shukla Ekadashi
1910-10-15,1910,10,15,Saturday,Gauna Papankusha Ekadashi,Ashwina,Shukla Ekadashi
1910-10-17,1910,10,17,Monday,Kojagara Puja,Ashwina,Shukla Purnima
1910-10-17,1910,10,17,Monday,Sharad Purnima,Ashwina,Shukla Purnima
1910-10-17,1910,10,17,Monday,Tula Sankranti,Ashwina,Kanya to Tula transit of Sun
1910-10-18,1910,10,18,Tuesday,Ashwina Purnima,Ashwina,Shukla Purnima
1910-10-21,1910,10,21,Friday,Karwa Chauth,Kartika,Krishna Chaturthi
1910-10-25,1910,10,25,Tuesday,Ahoi Ashtami,Kartika,Krishna Ashtami
1910-10-28,1910,10,28,Friday,Rama Ekadashi,Kartika,Krishna Ekadashi
1910-10-29,1910,10,29,Saturday,Govatsa Dwadashi,Kartika,Krishna Dwadashi
1910-10-30,1910,10,30,Sunday,Dhanteras,Kartika,Krishna Trayodashi
1910-10-31,1910,10,31,Monday,Narak Chaturdashi,Kartika,Krishna Chaturdashi
1910-10-31,1910,10,31,Monday,Kali Chaudas,Kartika,Krishna Chaturdashi
1910-11-01,1910,11,1,Tuesday,Lakshmi Puja,Kartika,Krishna Amavasya
1910-11-01,1910,11,1,Tuesday,Diwali,Kartika,Krishna Amavasya
1910-11-02,1910,11,2,Wednesday,Govardhan Puja,Kartika,Shukla Pratipada
1910-11-02,1910,11,2,Wednesday,Surya Grahan *Anshika,Kartika,occurs during Amavasya
1910-11-03,1910,11,3,Thursday,Bhaiya Dooj,Kartika,Shukla Dwitiya
1910-11-08,1910,11,8,Tuesday,Chhath Puja,Kartika,Shukla Shashthi
1910-11-12,1910,11,12,Saturday,Kansa Vadh,Kartika,Shukla Dashami
1910-11-13,1910,11,13,Sunday,Devutthana Ekadashi,Kartika,Shukla Ekadashi
1910-11-14,1910,11,14,Monday,Tulasi Vivah,Kartika,Shukla Dwadashi
1910-11-16,1910,11,16,Wednesday,Vrishchika Sankranti,Kartika,Tula to Vrishchika transit of Sun
1910-11-16,1910,11,16,Wednesday,Kartika Purnima,Kartika,Shukla Purnima
1910-11-17,1910,11,17,Thursday,Chandra Grahan *Purna,Kartika,occurs during Purnima
1910-11-23,1910,11,23,Wednesday,Kalabhairav Jayanti,Margashirsha,Krishna Ashtami
1910-11-27,1910,11,27,Sunday,Utpanna Ekadashi,Margashirsha,Krishna Ekadashi
1910-12-07,1910,12,7,Wednesday,Vivah Panchami,Margashirsha,Shukla Panchami
1910-12-12,1910,12,12,Monday,Gita Jayanti,Margashirsha,Shukla Ekadashi
1910-12-12,1910,12,12,Monday,Mokshada Ekadashi,Margashirsha,Shukla Ekadashi
1910-12-13,1910,12,13,Tuesday,Gauna Mokshada Ekadashi,Margashirsha,Shukla Ekadashi
1910-12-15,1910,12,15,Thursday,Dhanu Sankranti,Margashirsha,Vrishchika to Dhanu transit of Sun
1910-12-16,1910,12,16,Friday,Dattatreya Jayanti,Margashirsha,Shukla Purnima
1910-12-16,1910,12,16,Friday,Margashirsha Purnima,Margashirsha,Shukla Purnima
1910-12-27,1910,12,27,Tuesday,Saphala Ekadashi,Pausha,Krishna Ekadashi
1911-01-11,1911,1,11,Wednesday,Pausha Putrada Ekadashi,Pausha,Shukla Ekadashi
1911-01-14,1911,1,14,Saturday,Makara Sankranti,Pausha,Dhanu to Makara transit of Sun
1911-01-14,1911,1,14,Saturday,Pongal,Pausha,on Makara Sankranti day
1911-01-14,1911,1,14,Saturday,Pausha Purnima,Pausha,Shukla Purnima
1911-01-18,1911,1,18,Wednesday,Sakat Chauth,Magha,Krishna Chaturthi
1911-01-26,1911,1,26,Thursday,Shattila Ekadashi,Magha,Krishna Ekadashi
1911-01-30,1911,1,30,Monday,Mauni Amavas,Magha,Krishna Amavasya
1911-02-04,1911,2,4,Saturday,Vasant Panchami,Magha,Shukla Panchami
1911-02-06,1911,2,6,Monday,Ratha Saptami,Magha,Shukla Saptami
1911-02-06,1911,2,6,Monday,Bhishma Ashtami,Magha,Shukla Ashtami
1911-02-09,1911,2,9,Thursday,Jaya Ekadashi,Magha,Shukla Ekadashi
1911-02-12,1911,2,12,Sunday,Kumbha Sankranti,Magha,Makara to Kumbha transit of Sun
1911-02-13,1911,2,13,Monday,Magha Purnima,Magha,Shukla Purnima
1911-02-24,1911,2,24,Friday,Vijaya Ekadashi,Phalguna,Krishna Ekadashi
1911-02-27,1911,2,27,Monday,Maha Shivaratri,Phalguna,Krishna Chaturdashi
1911-03-11,1911,3,11,Saturday,Amalaki Ekadashi,Phalguna,Shukla Ekadashi
1911-03-14,1911,3,14,Tuesday,Chhoti Holi,Phalguna,Shukla Purnima
1911-03-14,1911,3,14,Tuesday,Holika Dahan,Phalguna,Shukla Purnima
1911-03-14,1911,3,14,Tuesday,Meena Sankranti,Phalguna,Kumbha to Meena transit of Sun
1911-03-14,1911,3,14,Tuesday,Phalguna Purnima,Phalguna,Shukla Purnima
1911-03-15,1911,3,15,Wednesday,Holi,Chaitra,Krishna Pratipada
1911-03-23,1911,3,23,Thursday,Sheetala Ashtami,Chaitra,Krishna Ashtami
1911-03-23,1911,3,23,Thursday,Basoda,Chaitra,Krishna Ashtami
1911-03-26,1911,3,26,Sunday,Papamochani Ekadashi,Chaitra,Krishna Ekadashi
1911-03-31,1911,3,31,Friday,Nutan Varsh Prarambha,Chaitra,Shukla Pratipada
1911-03-31,1911,3,31,Friday,Ugadi,Chaitra,Shukla Pratipada
1911-03-31,1911,3,31,Friday,Gudi Padwa,Chaitra,Shukla Pratipada
1911-03-31,1911,3,31,Friday,Chaitra Navratri,Chaitra,Shukla Pratipada
1911-04-02,1911,4,2,Sunday,Gauri Puja,Chaitra,Shukla Tritiya
1911-04-02,1911,4,2,Sunday,Gangaur,Chaitra,Shukla Tritiya
1911-04-04,1911,4,4,Tuesday,Yamuna Chhath,Chaitra,Shukla Shashthi
1911-04-07,1911,4,7,Friday,Rama Navami,Chaitra,Shukla Navami
1911-04-07,1911,4,7,Friday,Swaminarayan Jayanti,Chaitra,Shukla Navami
1911-04-09,1911,4,9,Sunday,Kamada Ekadashi,Chaitra,Shukla Ekadashi
1911-04-13,1911,4,13,Thursday,Chaitra Purnima,Chaitra,Shukla Purnima
1911-04-13,1911,4,13,Thursday,Solar New Year,Chaitra,first day of Hindu Solar calendar
1911-04-13,1911,4,13,Thursday,Hanuman Jayanti,Chaitra,Shukla Purnima
1911-04-13,1911,4,13,Thursday,Hanuman Janmotsava,Chaitra,Shukla Purnima
1911-04-13,1911,4,13,Thursday,Mesha Sankranti,Chaitra,Meena to Mesha transit of Sun
1911-04-25,1911,4,25,Tuesday,Varuthini Ekadashi,Vaishakha,Krishna Ekadashi
1911-04-29,1911,4,29,Saturday,Surya Grahan *Purna,Vaishakha,occurs during Amavasya
1911-04-30,1911,4,30,Sunday,Parashurama Jayanti,Vaishakha,Shukla Tritiya
1911-05-01,1911,5,1,Monday,Akshaya Tritiya,Vaishakha,Shukla Tritiya
1911-05-04,1911,5,4,Thursday,Ganga Saptami,Vaishakha,Shukla Saptami
1911-05-06,1911,5,6,Saturday,Sita Navami,Vaishakha,Shukla Navami
1911-05-08,1911,5,8,Monday,Mohini Ekadashi,Vaishakha,Shukla Ekadashi
1911-05-11,1911,5,11,Thursday,Narasimha Jayanti,Vaishakha,Shukla Chaturdashi
1911-05-13,1911,5,13,Saturday,Vaishakha Purnima,Vaishakha,Shukla Purnima
1911-05-13,1911,5,13,Saturday,Buddha Purnima,Vaishakha,Shukla Purnima
1911-05-13,1911,5,13,Saturday,Chandra Grahan *Upachchaya,Vaishakha,occurs during Purnima
1911-05-14,1911,5,14,Sunday,Narada Jayanti,Jyeshtha,Krishna Pratipada
1911-05-14,1911,5,14,Sunday,Vrishabha Sankranti,Jyeshtha,Mesha to Vrishabha transit of Sun
1911-05-24,1911,5,24,Wednesday,Apara Ekadashi,Jyeshtha,Krishna Ekadashi
1911-05-28,1911,5,28,Sunday,Vat Savitri Vrat,Jyeshtha,Krishna Amavasya
1911-05-28,1911,5,28,Sunday,Shani Jayanti,Jyeshtha,Krishna Amavasya
1911-06-06,1911,6,6,Tuesday,Ganga Dussehra,Jyeshtha,Shukla Dashami
1911-06-07,1911,6,7,Wednesday,Nirjala Ekadashi,Jyeshtha,Shukla Ekadashi
1911-06-11,1911,6,11,Sunday,Vat Purnima Vrat,Jyeshtha,Shukla Purnima
1911-06-11,1911,6,11,Sunday,Jyeshtha Purnima,Jyeshtha,Shukla Purnima
1911-06-15,1911,6,15,Thursday,Mithuna Sankranti,Jyeshtha,Vrishabha to Mithuna transit of Sun
1911-06-23,1911,6,23,Friday,Yogini Ekadashi,Ashadha,Krishna Ekadashi
1911-06-26,1911,6,26,Monday,Somavati Amavasya,Ashadha,Krishna Amavasya
1911-06-28,1911,6,28,Wednesday,Jagannath Rathyatra,Ashadha,Shukla Dwitiya
1911-07-07,1911,7,7,Friday,Devshayani Ekadashi,Ashadha,Shukla Ekadashi
1911-07-11,1911,7,11,Tuesday,Guru Purnima,Ashadha,Shukla Purnima
1911-07-11,1911,7,11,Tuesday,Ashadha Purnima,Ashadha,Shukla Purnima
1911-07-16,1911,7,16,Sunday,Karka Sankranti,Ashadha,Mithuna to Karka transit of Sun
1911-07-22,1911,7,22,Saturday,Kamika Ekadashi,Shravana,Krishna Ekadashi
1911-07-28,1911,7,28,Friday,Hariyali Teej,Shravana,Shukla Tritiya
1911-07-30,1911,7,30,Sunday,Nag Panchami,Shravana,Shukla Panchami
1911-08-04,1911,8,4,Friday,Varalakshmi Vrat,Shravana,Friday before Shravana Purnima
1911-08-05,1911,8,5,Saturday,Shravana Putrada Ekadashi,Shravana,Shukla Ekadashi
1911-08-09,1911,8,9,Wednesday,Raksha Bandhan,Shravana,Shukla Purnima
1911-08-09,1911,8,9,Wednesday,Rakhi,Shravana,Shukla Purnima
1911-08-10,1911,8,10,Thursday,Shravana Purnima,Shravana,Shukla Purnima
1911-08-10,1911,8,10,Thursday,Gayatri Jayanti,Shravana,Shukla Purnima
1911-08-13,1911,8,13,Sunday,Kajari Teej,Bhadrapada,Krishna Tritiya
1911-08-16,1911,8,16,Wednesday,Simha Sankranti,Bhadrapada,Karka to Simha transit of Sun
1911-08-17,1911,8,17,Thursday,Janmashtami *Smarta,Bhadrapada,Krishna Ashtami
1911-08-18,1911,8,18,Friday,Janmashtami *ISKCON,Bhadrapada,Krishna Ashtami
1911-08-20,1911,8,20,Sunday,Aja Ekadashi,Bhadrapada,Krishna Ekadashi
1911-08-26,1911,8,26,Saturday,Hartalika Teej,Bhadrapada,Shukla Tritiya
1911-08-27,1911,8,27,Sunday,Ganesh Chaturthi,Bhadrapada,Shukla Chaturthi
1911-08-28,1911,8,28,Monday,Rishi Panchami,Bhadrapada,Shukla Panchami
1911-08-29,1911,8,29,Tuesday,Balarama Jayanti,Bhadrapada,Shukla Shashthi
1911-08-31,1911,8,31,Thursday,Radha Ashtami,Bhadrapada,Shukla Ashtami
