date,year,month,day,weekday,title,hindu_month,tithi
1900-01-01,1900,1,1,Monday,Somavati Amavasya,Pausha,Krishna Amavasya
1900-01-11,1900,1,11,Thursday,Pausha Putrada Ekadashi,Pausha,Shukla Ekadashi
1900-01-13,1900,1,13,Saturday,Makara Sankranti,Pausha,Dhanu to Makara transit of Sun
1900-01-13,1900,1,13,Saturday,Pongal,Pausha,on Makara Sankranti day
1900-01-13,1900,1,13,Saturday,Ardha Kumbha @Prayagraj,Pausha,Makara Surya and Vrishchika Guru
1900-01-15,1900,1,15,Monday,Pausha Purnima,Pausha,Shukla Purnima
1900-01-19,1900,1,19,Friday,Sakat Chauth,Magha,Krishna Chaturthi
1900-01-27,1900,1,27,Saturday,Shattila Ekadashi,Magha,Krishna Ekadashi
1900-01-30,1900,1,30,Tuesday,Mauni Amavas,Magha,Krishna Amavasya
1900-02-04,1900,2,4,Sunday,Vasant Panchami,Magha,Shukla Panchami
1900-02-06,1900,2,6,Tuesday,Ratha Saptami,Magha,Shukla Saptami
1900-02-06,1900,2,6,Tuesday,Bhishma Ashtami,Magha,Shukla Ashtami
1900-02-10,1900,2,10,Saturday,Jaya Ekadashi,Magha,Shukla Ekadashi
1900-02-11,1900,2,11,Sunday,Kumbha Sankranti,Magha,Makara to Kumbha transit of Sun
1900-02-11,1900,2,11,Sunday,Ardha Kumbha ends @Prayagraj,Magha,Makara Surya and Vrishchika Guru
1900-02-14,1900,2,14,Wednesday,Magha Purnima,Magha,Shukla Purnima
1900-02-25,1900,2,25,Sunday,Vijaya Ekadashi,Phalguna,Krishna Ekadashi
1900-02-26,1900,2,26,Monday,Gauna Vijaya Ekadashi,Phalguna,Krishna Ekadashi
1900-02-27,1900,2,27,Tuesday,Maha Shivaratri,Phalguna,Krishna Chaturdashi
1900-03-11,1900,3,11,Sunday,Amalaki Ekadashi,Phalguna,Shukla Ekadashi
1900-03-13,1900,3,13,Tuesday,Meena Sankranti,Phalguna,Kumbha to Meena transit of Sun
1900-03-15,1900,3,15,Thursday,Chhoti Holi,Phalguna,Shukla Purnima
1900-03-15,1900,3,15,Thursday,Holika Dahan,Phalguna,Shukla Purnima
1900-03-16,1900,3,16,Friday,Holi,Chaitra,Krishna Pratipada
1900-03-16,1900,3,16,Friday,Phalguna Purnima,Phalguna,Shukla Purnima
1900-03-24,1900,3,24,Saturday,Basoda,Chaitra,Krishna Ashtami
1900-03-24,1900,3,24,Saturday,Sheetala Ashtami,Chaitra,Krishna Ashtami
1900-03-27,1900,3,27,Tuesday,Papamochani Ekadashi,Chaitra,Krishna Ekadashi
1900-03-31,1900,3,31,Saturday,Nutan Varsh Prarambha,Chaitra,Shukla Pratipada
1900-03-31,1900,3,31,Saturday,Ugadi,Chaitra,Shukla Pratipada
1900-03-31,1900,3,31,Saturday,Gudi Padwa,Chaitra,Shukla Pratipada
1900-03-31,1900,3,31,Saturday,Chaitra Navratri,Chaitra,Shukla Pratipada
1900-04-02,1900,4,2,Monday,Gauri Puja,Chaitra,Shukla Tritiya
1900-04-02,1900,4,2,Monday,Gangaur,Chaitra,Shukla Tritiya
1900-04-05,1900,4,5,Thursday,Yamuna Chhath,Chaitra,Shukla Shashthi
1900-04-08,1900,4,8,Sunday,Rama Navami,Chaitra,Shukla Navami
1900-04-08,1900,4,8,Sunday,Swaminarayan Jayanti,Chaitra,Shukla Navami
1900-04-10,1900,4,10,Tuesday,Kamada Ekadashi,Chaitra,Shukla Ekadashi
1900-04-13,1900,4,13,Friday,Solar New Year,Chaitra,first day of Hindu Solar calendar
1900-04-13,1900,4,13,Friday,Mesha Sankranti,Chaitra,Meena to Mesha transit of Sun
1900-04-14,1900,4,14,Saturday,Hanuman Jayanti,Chaitra,Shukla Purnima
1900-04-14,1900,4,14,Saturday,Hanuman Janmotsava,Chaitra,Shukla Purnima
1900-04-14,1900,4,14,Saturday,Chaitra Purnima,Chaitra,Shukla Purnima
1900-04-25,1900,4,25,Wednesday,Varuthini Ekadashi,Vaishakha,Krishna Ekadashi
1900-05-01,1900,5,1,Tuesday,Parashurama Jayanti,Vaishakha,Shukla Tritiya
1900-05-01,1900,5,1,Tuesday,Akshaya Tritiya,Vaishakha,Shukla Tritiya
1900-05-05,1900,5,5,Saturday,Ganga Saptami,Vaishakha,Shukla Saptami
1900-05-07,1900,5,7,Monday,Sita Navami,Vaishakha,Shukla Navami
1900-05-10,1900,5,10,Thursday,Mohini Ekadashi,Vaishakha,Shukla Ekadashi
1900-05-13,1900,5,13,Sunday,Narasimha Jayanti,Vaishakha,Shukla Chaturdashi
1900-05-13,1900,5,13,Sunday,Vrishabha Sankranti,Vaishakha,Mesha to Vrishabha transit of Sun
1900-05-14,1900,5,14,Monday,Vaishakha Purnima,Vaishakha,Shukla Purnima
1900-05-14,1900,5,14,Monday,Buddha Purnima,Vaishakha,Shukla Purnima
1900-05-15,1900,5,15,Tuesday,Narada Jayanti,Jyeshtha,Krishna Pratipada
1900-05-24,1900,5,24,Thursday,Apara Ekadashi,Jyeshtha,Krishna Ekadashi
1900-05-25,1900,5,25,Friday,Gauna Apara Ekadashi,Jyeshtha,Krishna Ekadashi
1900-05-28,1900,5,28,Monday,Vat Savitri Vrat,Jyeshtha,Krishna Amavasya
1900-05-28,1900,5,28,Monday,Shani Jayanti,Jyeshtha,Krishna Amavasya
1900-05-28,1900,5,28,Monday,Surya Grahan *Purna,Jyeshtha,occurs during Amavasya
1900-06-07,1900,6,7,Thursday,Ganga Dussehra,Jyeshtha,Shukla Dashami
1900-06-09,1900,6,9,Saturday,Nirjala Ekadashi,Jyeshtha,Shukla Ekadashi
1900-06-12,1900,6,12,Tuesday,Vat Purnima Vrat,Jyeshtha,Shukla Purnima
1900-06-13,1900,6,13,Wednesday,Chandra Grahan *Upachchaya,Jyeshtha,occurs during Purnima
1900-06-13,1900,6,13,Wednesday,Jyeshtha Purnima,Jyeshtha,Shukla Purnima
1900-06-14,1900,6,14,Thursday,Mithuna Sankranti,Jyeshtha,Vrishabha to Mithuna transit of Sun
1900-06-23,1900,6,23,Saturday,Yogini Ekadashi,Ashadha,Krishna Ekadashi
1900-06-29,1900,6,29,Friday,Jagannath Rathyatra,Ashadha,Shukla Dwitiya
1900-07-08,1900,7,8,Sunday,Devshayani Ekadashi,Ashadha,Shukla Ekadashi
1900-07-12,1900,7,12,Thursday,Ashadha Purnima,Ashadha,Shukla Purnima
1900-07-12,1900,7,12,Thursday,Guru Purnima,Ashadha,Shukla Purnima
1900-07-15,1900,7,15,Sunday,Karka Sankranti,Ashadha,Mithuna to Karka transit of Sun
1900-07-22,1900,7,22,Sunday,Kamika Ekadashi,Shravana,Krishna Ekadashi
1900-07-29,1900,7,29,Sunday,Hariyali Teej,Shravana,Shukla Tritiya
1900-07-31,1900,7,31,Tuesday,Nag Panchami,Shravana,Shukla Panchami
1900-08-07,1900,8,7,Tuesday,Shravana Putrada Ekadashi,Shravana,Shukla Ekadashi
1900-08-10,1900,8,10,Friday,Varalakshmi Vrat,Shravana,Friday before Shravana Purnima
1900-08-10,1900,8,10,Friday,Raksha Bandhan,Shravana,Shukla Purnima
1900-08-10,1900,8,10,Friday,Rakhi,Shravana,Shukla Purnima
1900-08-10,1900,8,10,Friday,Gayatri Jayanti,Shravana,Shukla Purnima
1900-08-10,1900,8,10,Friday,Shravana Purnima,Shravana,Shukla Purnima
1900-08-13,1900,8,13,Monday,Kajari Teej,Bhadrapada,Krishna Tritiya
1900-08-16,1900,8,16,Thursday,Simha Sankranti,Bhadrapada,Karka to Simha transit of Sun
1900-08-17,1900,8,17,Friday,Janmashtami *Smarta,Bhadrapada,Krishna Ashtami
1900-08-18,1900,8,18,Saturday,Janmashtami *ISKCON,Bhadrapada,Krishna Ashtami
1900-08-20,1900,8,20,Monday,Aja Ekadashi,Bhadrapada,Krishna Ekadashi
1900-08-28,1900,8,28,Tuesday,Hartalika Teej,Bhadrapada,Shukla Tritiya
1900-08-29,1900,8,29,Wednesday,Ganesh Chaturthi,Bhadrapada,Shukla Chaturthi
1900-08-30,1900,8,30,Thursday,Rishi Panchami,Bhadrapada,Shukla Panchami
1900-08-31,1900,8,31,Friday,Balarama Jayanti,Bhadrapada,Shukla Shashthi
1900-09-02,1900,9,2,Sunday,Radha Ashtami,Bhadrapada,Shukla Ashtami
1900-09-04,1900,9,4,Tuesday,Agastya Arghya,Bhadrapada,based on Astronomy calculations
1900-09-05,1900,9,5,Wednesday,Parsva Ekadashi,Bhadrapada,Shukla Ekadashi
1900-09-06,1900,9,6,Thursday,Onam,Bhadrapada,Sun in Simha & Shravana Nakshatra
1900-09-08,1900,9,8,Saturday,Ganesh Visarjan,Bhadrapada,Shukla Chaturdashi
1900-09-08,1900,9,8,Saturday,Anant Chaturdashi,Bhadrapada,Shukla Chaturdashi
1900-09-09,1900,9,9,Sunday,Bhadrapada Purnima,Bhadrapada,Shukla Purnima
1900-09-09,1900,9,9,Sunday,Pitrupaksha Begins,Ashwina,Krishna Pratipada
1900-09-16,1900,9,16,Sunday,Vishwakarma Puja,Ashwina,on Kanya Sankranti day
1900-09-16,1900,9,16,Sunday,Kanya Sankranti,Ashwina,Simha to Kanya transit of Sun
1900-09-19,1900,9,19,Wednesday,Indira Ekadashi,Ashwina,Krishna Ekadashi
1900-09-23,1900,9,23,Sunday,Sarva Pitru Amavasya,Ashwina,Krishna Amavasya
1900-09-24,1900,9,24,Monday,Navratri Begins,Ashwina,Shukla Pratipada
1900-10-01,1900,10,1,Monday,Saraswati Avahan,Ashwina,Mula Nakshatra
1900-10-02,1900,10,2,Tuesday,Saraswati Puja,Ashwina,Purva Ashadha Nakshatra
1900-10-02,1900,10,2,Tuesday,Durga Ashtami,Ashwina,Shukla Ashtami
1900-10-02,1900,10,2,Tuesday,Maha Navami,Ashwina,Shukla Navami
1900-10-04,1900,10,4,Thursday,Papankusha Ekadashi,Ashwina,Shukla Ekadashi
1900-10-04,1900,10,4,Thursday,Vijayadashami,Ashwina,Shukla Dashami
1900-10-04,1900,10,4,Thursday,Dussehra,Ashwina,Shukla Dashami
1900-10-05,1900,10,5,Friday,Gauna Papankusha Ekadashi,Ashwina,Shukla Ekadashi
1900-10-07,1900,10,7,Sunday,Sharad Purnima,Ashwina,Shukla Purnima
1900-10-07,1900,10,7,Sunday,Kojagara Puja,Ashwina,Shukla Purnima
1900-10-08,1900,10,8,Monday,Ashwina Purnima,Ashwina,Shukla Purnima
1900-10-11,1900,10,11,Thursday,Karwa Chauth,Kartika,Krishna Chaturthi
1900-10-15,1900,10,15,Monday,Ahoi Ashtami,Kartika,Krishna Ashtami
1900-10-16,1900,10,16,Tuesday,Tula Sankranti,Kartika,Kanya to Tula transit of Sun
1900-10-19,1900,10,19,Friday,Govatsa Dwadashi,Kartika,Krishna Dwadashi
1900-10-19,1900,10,19,Friday,Rama Ekadashi,Kartika,Krishna Ekadashi
1900-10-20,1900,10,20,Saturday,Dhanteras,Kartika,Krishna Trayodashi
1900-10-21,1900,10,21,Sunday,Kali Chaudas,Kartika,Krishna Chaturdashi
1900-10-22,1900,10,22,Monday,Narak Chaturdashi,Kartika,Krishna Chaturdashi
1900-10-23,1900,10,23,Tuesday,Lakshmi Puja,Kartika,Krishna Amavasya
1900-10-23,1900,10,23,Tuesday,Diwali,Kartika,Krishna Amavasya
1900-10-24,1900,10,24,Wednesday,Govardhan Puja,Kartika,Shukla Pratipada
1900-10-25,1900,10,25,Thursday,Bhaiya Dooj,Kartika,Shukla Dwitiya
1900-10-29,1900,10,29,Monday,Chhath Puja,Kartika,Shukla Shashthi
1900-11-02,1900,11,2,Friday,Kansa Vadh,Kartika,Shukla Dashami
1900-11-03,1900,11,3,Saturday,Devutthana Ekadashi,Kartika,Shukla Ekadashi
1900-11-04,1900,11,4,Sunday,Tulasi Vivah,Kartika,Shukla Dwadashi
1900-11-06,1900,11,6,Tuesday,Kartika Purnima,Kartika,Shukla Purnima
1900-11-14,1900,11,14,Wednesday,Kalabhairav Jayanti,Margashirsha,Krishna Ashtami
1900-11-15,1900,11,15,Thursday,Vrishchika Sankranti,Margashirsha,Tula to Vrishchika transit of Sun
1900-11-17,1900,11,17,Saturday,Utpanna Ekadashi,Margashirsha,Krishna Ekadashi
1900-11-22,1900,11,22,Thursday,Surya Grahan *Valayakara,Margashirsha,occurs during Amavasya
1900-11-27,1900,11,27,Tuesday,Vivah Panchami,Margashirsha,Shukla Panchami
1900-12-02,1900,12,2,Sunday,Gita Jayanti,Margashirsha,Shukla Ekadashi
1900-12-02,1900,12,2,Sunday,Mokshada Ekadashi,Margashirsha,Shukla Ekadashi
1900-12-05,1900,12,5,Wednesday,Dattatreya Jayanti,Margashirsha,Shukla Purnima
1900-12-06,1900,12,6,Thursday,Margashirsha Purnima,Margashirsha,Shukla Purnima
1900-12-06,1900,12,6,Thursday,Chandra Grahan *Upachchaya,Margashirsha,occurs during Purnima
1900-12-15,1900,12,15,Saturday,Dhanu Sankranti,Margashirsha,Vrishchika to Dhanu transit of Sun
1900-12-17,1900,12,17,Monday,Saphala Ekadashi,Pausha,Krishna Ekadashi
1901-01-01,1901,1,1,Tuesday,Pausha Putrada Ekadashi,Pausha,Shukla Ekadashi
1901-01-04,1901,1,4,Friday,Pausha Purnima,Pausha,Shukla Purnima
1901-01-08,1901,1,8,Tuesday,Sakat Chauth,Magha,Krishna Chaturthi
1901-01-13,1901,1,13,Sunday,Makara Sankranti,Magha,Dhanu to Makara transit of Sun
1901-01-13,1901,1,13,Sunday,Pongal,Magha,on Makara Sankranti day
1901-01-16,1901,1,16,Wednesday,Shattila Ekadashi,Magha,Krishna Ekadashi
1901-01-20,1901,1,20,Sunday,Mauni Amavas,Magha,Krishna Amavasya
1901-01-24,1901,1,24,Thursday,Vasant Panchami,Magha,Shukla Panchami
1901-01-26,1901,1,26,Saturday,Ratha Saptami,Magha,Shukla Saptami
1901-01-27,1901,1,27,Sunday,Bhishma Ashtami,Magha,Shukla Ashtami
1901-01-30,1901,1,30,Wednesday,Jaya Ekadashi,Magha,Shukla Ekadashi
1901-02-03,1901,2,3,Sunday,Magha Purnima,Magha,Shukla Purnima
1901-02-12,1901,2,12,Tuesday,Kumbha Sankranti,Magha,Makara to Kumbha transit of Sun
1901-02-15,1901,2,15,Friday,Vijaya Ekadashi,Phalguna,Krishna Ekadashi
1901-02-17,1901,2,17,Sunday,Maha Shivaratri,Phalguna,Krishna Chaturdashi
1901-03-01,1901,3,1,Friday,Amalaki Ekadashi,Phalguna,Shukla Ekadashi
1901-03-04,1901,3,4,Monday,Chhoti Holi,Phalguna,Shukla Purnima
1901-03-04,1901,3,4,Monday,Holika Dahan,Phalguna,Shukla Purnima
1901-03-05,1901,3,5,Tuesday,Holi,Chaitra,Krishna Pratipada
1901-03-05,1901,3,5,Tuesday,Phalguna Purnima,Phalguna,Shukla Purnima
1901-03-13,1901,3,13,Wednesday,Sheetala Ashtami,Chaitra,Krishna Ashtami
1901-03-13,1901,3,13,Wednesday,Basoda,Chaitra,Krishna Ashtami
1901-03-13,1901,3,13,Wednesday,Meena Sankranti,Chaitra,Kumbha to Meena transit of Sun
1901-03-16,1901,3,16,Saturday,Papamochani Ekadashi,Chaitra,Krishna Ekadashi
1901-03-17,1901,3,17,Sunday,Gauna Papamochani Ekadashi,Chaitra,Krishna Ekadashi
1901-03-21,1901,3,21,Thursday,Nutan Varsh Prarambha,Chaitra,Shukla Pratipada
1901-03-21,1901,3,21,Thursday,Ugadi,Chaitra,Shukla Pratipada
1901-03-21,1901,3,21,Thursday,Gudi Padwa,Chaitra,Shukla Pratipada
1901-03-21,1901,3,21,Thursday,Chaitra Navratri,Chaitra,Shukla Pratipada
1901-03-23,1901,3,23,Saturday,Gauri Puja,Chaitra,Shukla Tritiya
1901-03-23,1901,3,23,Saturday,Gangaur,Chaitra,Shukla Tritiya
1901-03-25,1901,3,25,Monday,Yamuna Chhath,Chaitra,Shukla Shashthi
1901-03-28,1901,3,28,Thursday,Rama Navami,Chaitra,Shukla Navami
1901-03-28,1901,3,28,Thursday,Swaminarayan Jayanti,Chaitra,Shukla Navami
1901-03-30,1901,3,30,Saturday,Kamada Ekadashi,Chaitra,Shukla Ekadashi
1901-04-03,1901,4,3,Wednesday,Hanuman Jayanti,Chaitra,Shukla Purnima
1901-04-03,1901,4,3,Wednesday,Hanuman Janmotsava,Chaitra,Shukla Purnima
1901-04-03,1901,4,3,Wednesday,Chaitra Purnima,Chaitra,Shukla Purnima
1901-04-13,1901,4,13,Saturday,Solar New Year,Chaitra,first day of Hindu Solar calendar
1901-04-13,1901,4,13,Saturday,Mesha Sankranti,Chaitra,Meena to Mesha transit of Sun
1901-04-15,1901,4,15,Monday,Varuthini Ekadashi,Vaishakha,Krishna Ekadashi
1901-04-20,1901,4,20,Saturday,Parashurama Jayanti,Vaishakha,Shukla Tritiya
1901-04-21,1901,4,21,Sunday,Akshaya Tritiya,Vaishakha,Shukla Tritiya
1901-04-24,1901,4,24,Wednesday,Ganga Saptami,Vaishakha,Shukla Saptami
1901-04-26,1901,4,26,Friday,Sita Navami,Vaishakha,Shukla Navami
1901-04-29,1901,4,29,Monday,Mohini Ekadashi,Vaishakha,Shukla Ekadashi
1901-05-02,1901,5,2,Thursday,Narasimha Jayanti,Vaishakha,Shukla Chaturdashi
1901-05-03,1901,5,3,Friday,Buddha Purnima,Vaishakha,Shukla Purnima
1901-05-03,1901,5,3,Friday,Chandra Grahan *Upachchaya,Vaishakha,occurs during Purnima
1901-05-03,1901,5,3,Friday,Vaishakha Purnima,Vaishakha,Shukla Purnima
1901-05-04,1901,5,4,Saturday,Narada Jayanti,Jyeshtha,Krishna Pratipada
1901-05-14,1901,5,14,Tuesday,Apara Ekadashi,Jyeshtha,Krishna Ekadashi
1901-05-14,1901,5,14,Tuesday,Vrishabha Sankranti,Jyeshtha,Mesha to Vrishabha transit of Sun
1901-05-18,1901,5,18,Saturday,Vat Savitri Vrat,Jyeshtha,Krishna Amavasya
1901-05-18,1901,5,18,Saturday,Shani Jayanti,Jyeshtha,Krishna Amavasya
1901-05-18,1901,5,18,Saturday,Surya Grahan *Purna,Jyeshtha,occurs during Amavasya
1901-05-27,1901,5,27,Monday,Ganga Dussehra,Jyeshtha,Shukla Dashami
1901-05-29,1901,5,29,Wednesday,Nirjala Ekadashi,Jyeshtha,Shukla Ekadashi
1901-06-01,1901,6,1,Saturday,Vat Purnima Vrat,Jyeshtha,Shukla Purnima
1901-06-02,1901,6,2,Sunday,Jyeshtha Purnima,Jyeshtha,Shukla Purnima
1901-06-12,1901,6,12,Wednesday,Yogini Ekadashi,Ashadha,Krishna Ekadashi
1901-06-13,1901,6,13,Thursday,Gauna Yogini Ekadashi,Ashadha,Krishna Ekadashi
1901-06-14,1901,6,14,Friday,Mithuna Sankranti,Ashadha,Vrishabha to Mithuna transit of Sun
1901-06-18,1901,6,18,Tuesday,Jagannath Rathyatra,Ashadha,Shukla Dwitiya
1901-06-27,1901,6,27,Thursday,Devshayani Ekadashi,Ashadha,Shukla Ekadashi
1901-07-01,1901,7,1,Monday,Ashadha Purnima,Ashadha,Shukla Purnima
1901-07-01,1901,7,1,Monday,Guru Purnima,Ashadha,Shukla Purnima
1901-07-12,1901,7,12,Friday,Kamika Ekadashi,Shravana,Krishna Ekadashi
1901-07-15,1901,7,15,Monday,Somavati Amavasya,Shravana,Krishna Amavasya
1901-07-15,1901,7,15,Monday,Karka Sankranti,Shravana,Mithuna to Karka transit of Sun
1901-07-27,1901,7,27,Saturday,Padmini Ekadashi,Shravana Adhika,Shukla Ekadashi
1901-07-31,1901,7,31,Wednesday,Shravana Adhika Purnima,Shravana Adhika,Shukla Purnima
1901-08-10,1901,8,10,Saturday,Parama Ekadashi,Shravana Adhika,Krishna Ekadashi
1901-08-16,1901,8,16,Friday,Simha Sankranti,Shravana Adhika,Karka to Simha transit of Sun
1901-08-17,1901,8,17,Saturday,Hariyali Teej,Shravana,Shukla Tritiya
1901-08-19,1901,8,19,Monday,Nag Panchami,Shravana,Shukla Panchami
1901-08-23,1901,8,23,Friday,Varalakshmi Vrat,Shravana,Friday before Shravana Purnima
1901-08-26,1901,8,26,Monday,Shravana Putrada Ekadashi,Shravana,Shukla Ekadashi
1901-08-28,1901,8,28,Wednesday,Onam,Shravana,Sun in Simha & Shravana Nakshatra
1901-08-29,1901,8,29,Thursday,Shravana Purnima,Shravana,Shukla Purnima
1901-08-29,1901,8,29,Thursday,Gayatri Jayanti,Shravana,Shukla Purnima
1901-08-29,1901,8,29,Thursday,Raksha Bandhan,Shravana,Shukla Purnima
1901-08-29,1901,8,29,Thursday,Rakhi,Shravana,Shukla Purnima
1901-09-01,1901,9,1,Sunday,Kajari Teej,Bhadrapada,Krishna Tritiya
1901-09-04,1901,9,4,Wednesday,Agastya Arghya,Bhadrapada,based on Astronomy calculations
1901-09-05,1901,9,5,Thursday,Janmashtami *Smarta,Bhadrapada,Krishna Ashtami
1901-09-06,1901,9,6,Friday,Janmashtami *ISKCON,Bhadrapada,Krishna Ashtami
1901-09-08,1901,9,8,Sunday,Aja Ekadashi,Bhadrapada,Krishna Ekadashi
1901-09-16,1901,9,16,Monday,Hartalika Teej,Bhadrapada,Shukla Tritiya
1901-09-16,1901,9,16,Monday,Ganesh Chaturthi,Bhadrapada,Shukla Chaturthi
1901-09-16,1901,9,16,Monday,Vishwakarma Puja,Bhadrapada,on Kanya Sankranti day
1901-09-16,1901,9,16,Monday,Kanya Sankranti,Bhadrapada,Simha to Kanya transit of Sun
1901-09-17,1901,9,17,Tuesday,Rishi Panchami,Bhadrapada,Shukla Panchami
1901-09-19,1901,9,19,Thursday,Balarama Jayanti,Bhadrapada,Shukla Shashthi
1901-09-21,1901,9,21,Saturday,Radha Ashtami,Bhadrapada,Shukla Ashtami
1901-09-24,1901,9,24,Tuesday,Parsva Ekadashi,Bhadrapada,Shukla Ekadashi
1901-09-27,1901,9,27,Friday,Ganesh Visarjan,Bhadrapada,Shukla Chaturdashi
1901-09-27,1901,9,27,Friday,Anant Chaturdashi,Bhadrapada,Shukla Chaturdashi
1901-09-28,1901,9,28,Saturday,Pitrupaksha Begins,Ashwina,Krishna Pratipada
1901-09-28,1901,9,28,Saturday,Bhadrapada Purnima,Bhadrapada,Shukla Purnima
1901-10-08,1901,10,8,Tuesday,Indira Ekadashi,Ashwina,Krishna Ekadashi
1901-10-12,1901,10,12,Saturday,Sarva Pitru Amavasya,Ashwina,Krishna Amavasya
1901-10-13,1901,10,13,Sunday,Navratri Begins,Ashwina,Shukla Pratipada
1901-10-16,1901,10,16,Wednesday,Tula Sankranti,Ashwina,Kanya to Tula transit of Sun
1901-10-18,1901,10,18,Friday,Saraswati Avahan,Ashwina,Mula Nakshatra
1901-10-19,1901,10,19,Saturday,Saraswati Puja,Ashwina,Purva Ashadha Nakshatra
1901-10-21,1901,10,21,Monday,Durga Ashtami,Ashwina,Shukla Ashtami
1901-10-21,1901,10,21,Monday,Maha Navami,Ashwina,Shukla Navami
1901-10-22,1901,10,22,Tuesday,Dussehra,Ashwina,Shukla Dashami
1901-10-22,1901,10,22,Tuesday,Vijayadashami,Ashwina,Shukla Dashami
1901-10-24,1901,10,24,Thursday,Papankusha Ekadashi,Ashwina,Shukla Ekadashi
1901-10-26,1901,10,26,Saturday,Kojagara Puja,Ashwina,Shukla Purnima
1901-10-26,1901,10,26,Saturday,Sharad Purnima,Ashwina,Shukla Purnima
1901-10-27,1901,10,27,Sunday,Chandra Grahan *Anshika,Ashwina,occurs during Purnima
1901-10-27,1901,10,27,Sunday,Ashwina Purnima,Ashwina,Shukla Purnima
1901-10-30,1901,10,30,Wednesday,Karwa Chauth,Kartika,Krishna Chaturthi
1901-11-03,1901,11,3,Sunday,Ahoi Ashtami,Kartika,Krishna Ashtami
1901-11-06,1901,11,6,Wednesday,Rama Ekadashi,Kartika,Krishna Ekadashi
1901-11-07,1901,11,7,Thursday,Govatsa Dwadashi,Kartika,Krishna Dwadashi
1901-11-08,1901,11,8,Friday,Dhanteras,Kartika,Krishna Trayodashi
1901-11-09,1901,11,9,Saturday,Kali Chaudas,Kartika,Krishna Chaturdashi
1901-11-10,1901,11,10,Sunday,Diwali,Kartika,Krishna Amavasya
1901-11-10,1901,11,10,Sunday,Narak Chaturdashi,Kartika,Krishna Chaturdashi
1901-11-10,1901,11,10,Sunday,Lakshmi Puja,Kartika,Krishna Amavasya
1901-11-11,1901,11,11,Monday,Surya Grahan *Valayakara,Kartika,occurs during Amavasya
1901-11-12,1901,11,12,Tuesday,Govardhan Puja,Kartika,Shukla Pratipada
1901-11-13,1901,11,13,Wednesday,Bhaiya Dooj,Kartika,Shukla Dwitiya
1901-11-15,1901,11,15,Friday,Vrishchika Sankranti,Kartika,Tula to Vrishchika transit of Sun
1901-11-17,1901,11,17,Sunday,Chhath Puja,Kartika,Shukla Shashthi
1901-11-21,1901,11,21,Thursday,Kansa Vadh,Kartika,Shukla Dashami
1901-11-22,1901,11,22,Friday,Devutthana Ekadashi,Kartika,Shukla Ekadashi
1901-11-23,1901,11,23,Saturday,Tulasi Vivah,Kartika,Shukla Dwadashi
1901-11-25,1901,11,25,Monday,Kartika Purnima,Kartika,Shukla Purnima
1901-12-02,1901,12,2,Monday,Kalabhairav Jayanti,Margashirsha,Krishna Ashtami
1901-12-06,1901,12,6,Friday,Utpanna Ekadashi,Margashirsha,Krishna Ekadashi
1901-12-15,1901,12,15,Sunday,Dhanu Sankranti,Margashirsha,Vrishchika to Dhanu transit of Sun
1901-12-16,1901,12,16,Monday,Vivah Panchami,Margashirsha,Shukla Panchami
1901-12-21,1901,12,21,Saturday,Gita Jayanti,Margashirsha,Shukla Ekadashi
1901-12-21,1901,12,21,Saturday,Mokshada Ekadashi,Margashirsha,Shukla Ekadashi
1901-12-22,1901,12,22,Sunday,Gauna Mokshada Ekadashi,Margashirsha,Shukla Ekadashi
1901-12-25,1901,12,25,Wednesday,Dattatreya Jayanti,Margashirsha,Shukla Purnima
1901-12-25,1901,12,25,Wednesday,Margashirsha Purnima,Margashirsha,Shukla Purnima
1902-01-05,1902,1,5,Sunday,Saphala Ekadashi,Pausha,Krishna Ekadashi
1902-01-14,1902,1,14,Tuesday,Makara Sankranti,Pausha,Dhanu to Makara transit of Sun
1902-01-14,1902,1,14,Tuesday,Pongal,Pausha,on Makara Sankranti day
1902-01-20,1902,1,20,Monday,Pausha Putrada Ekadashi,Pausha,Shukla Ekadashi
1902-01-23,1902,1,23,Thursday,Pausha Purnima,Pausha,Shukla Purnima
1902-01-27,1902,1,27,Monday,Sakat Chauth,Magha,Krishna Chaturthi
1902-02-04,1902,2,4,Tuesday,Shattila Ekadashi,Magha,Krishna Ekadashi
1902-02-08,1902,2,8,Saturday,Mauni Amavas,Magha,Krishna Amavasya
1902-02-12,1902,2,12,Wednesday,Kumbha Sankranti,Magha,Makara to Kumbha transit of Sun
1902-02-13,1902,2,13,Thursday,Vasant Panchami,Magha,Shukla Panchami
1902-02-15,1902,2,15,Saturday,Ratha Saptami,Magha,Shukla Saptami
1902-02-15,1902,2,15,Saturday,Bhishma Ashtami,Magha,Shukla Ashtami
1902-02-18,1902,2,18,Tuesday,Jaya Ekadashi,Magha,Shukla Ekadashi
1902-02-22,1902,2,22,Saturday,Magha Purnima,Magha,Shukla Purnima
1902-03-06,1902,3,6,Thursday,Vijaya Ekadashi,Phalguna,Krishna Ekadashi
1902-03-08,1902,3,8,Saturday,Maha Shivaratri,Phalguna,Krishna Chaturdashi
1902-03-10,1902,3,10,Monday,Somavati Amavasya,Phalguna,Krishna Amavasya
1902-03-14,1902,3,14,Friday,Meena Sankranti,Phalguna,Kumbha to Meena transit of Sun
1902-03-20,1902,3,20,Thursday,Amalaki Ekadashi,Phalguna,Shukla Ekadashi
